Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
PN-9,https://github.com/darklang/dark/pull/5063,https://chat.openai.com/share/3bb73e47-e805-4b43-bc0a-7aa4caf88796,PN,1.0,0.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about dotnet and asci code but does not include code snippets, files or anything concrete The request is purely explanatory and does not define constraints, scope boundaries, required format, or structured output expectations (S=0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the right way for converting a char to an ascii code in dotnet has been achieved.",2,245.0,5.505331536,1.0,0.0,,merged,88.0,8.0,F#,,0.0,0.0,PN-9,2,darklang/dark,5063,1,0,1,0,1,0,1
PN-10,https://github.com/unity-atoms/unity-atoms/pull/448,https://chat.openai.com/share/d30de92e-1ced-4eab-b255-e035079d1a5d,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about github and some of the github commands like rebase. SPECIFICITY (1): The goal is clear—understand why merge conflicts happen and whether soft reset is a viable alternative to rebase—but lacks defined constraints or required output structure. VERIFICATION (0): No explicit or implicit correctness criteria, behavioral rules, or invariants appear in the prompt; the developer is seeking conceptual guidance.",2,80.0,4.394449155,1.0,0.0,,merged,2.0,18.0,C#,,0.0,0.0,PN-10,2,unity-atoms/unity-atoms,448,1,0,1,0,1,0,1
PN-11,https://github.com/ory/elements/pull/171,https://chat.openai.com/share/b85618ff-b1c3-4c28-b36f-44d35556216c,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about html and javascript but no code samples provided ,file paths SPECIFICITY (1): The goal—disable a submit button after form submission—is clear but lacks constraints, output format, or detailed scope. VERIFICATION (0): The prompt does not define correctness conditions, expected behavior rules, test-like assertions, or invariants.",2,7.0,2.079441542,1.0,0.0,,merged,2.0,1.0,JavaScript,,0.0,0.0,PN-11,2,ory/elements,171,1,0,1,0,1,0,1
PN-12,https://github.com/codeigniter4/CodeIgniter4/pull/8230,https://chat.openai.com/share/9437d9ca-6365-4070-b11b-9c31cede7a2a,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about PhP programming language and repository pattern, no code samples, functions, filepaths, configuration given. SPECIFICITY (1): The goal is clear—explain the Repository Pattern and show an example—but it does not provide constraints, structure requirements, or specificity about the target system. VERIFICATION (0): The prompt does not include correctness criteria, expected behaviors, or constraints that could function as checks.",2,1444.0,7.275864601,1.0,0.0,,merged,769.0,78.0,PHP,,0.0,1.0,PN-12,2,codeigniter4/CodeIgniter4,8230,1,0,1,0,1,0,1
PN-13,https://github.com/sveltejs/learn.svelte.dev/pull/522,https://chat.openai.com/share/fad5f67a-2f7e-45a4-a759-18e5b9aa44cb,PN,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about SVG format and provides code snippets.This provides clear locus and concrete evidence. SPECIFICITY (1): The goal—determine the correct ARIA role for an interactive SVG—is clear, but no constraints, expected output formats, or structured requirements are defined. VERIFICATION (0): The prompt contains no correctness rules, semantic constraints, or test-like expectations that would allow validation.",3,2.0,1.098612289,1.0,0.0,,merged,0.0,50.0,Svelte,,0.0,0.0,PN-13,3,sveltejs/learn.svelte.dev,522,1,0,1,0,1,0,1
PN-14,https://github.com/pokt-network/poktroll/pull/338,https://chat.openai.com/share/d2590505-31e2-4e34-be93-8e4fabf8d872,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning the goimports , goimport-reviser libraries for the go programming language. SPECIFICITY (1): The initial question clearly asks how to use goimport-reviser with VS Code, later expanded to also using gofumpt, but no constraints, format expectations, or structured output requirements are defined. VERIFICATION (0): The prompt contains no correctness rules, expected output conditions, static constraints, or test-like requirements.",2,51.0,3.951243719,1.0,0.0,,merged,48.0,1.0,Go,,0.0,1.0,PN-14,2,pokt-network/poktroll,338,1,0,1,0,1,0,1
PN-15,https://github.com/robotology/icub-models-generator/pull/252,https://chat.openai.com/share/69784828-87f9-4a53-b805-55d02d66384b,PN,2.0,2.0,1.0,"Context was scored 2 because the prompt provides a XML file with a well structured data schema that needs to be evaluated and modified to remove the specified sensor tags. It also mentions the lxml library and python programming language. This provides clear locus and concrete evidence. SPECIFICITY (2): The user explicitly states the goal (remove all sensor tags with two specific names), using precise constraints and expected behavior that bound the task clearly. VERIFICATION (1): There is an implicit correctness condition: only the two named sensors should be removed, and the structure must remain valid XML. This is an implicit functional correctness cue but not a full test-like condition.",5,9.0,2.302585093,1.0,0.0,,merged,10.0,2.0,YAML,,0.0,1.0,PN-15,5,robotology/icub-models-generator,252,1,0,1,0,1,0,1
PN-16,https://github.com/temporalio/temporal/pull/4558,https://chat.openai.com/share/7f2d011a-a8da-4fa4-9c6d-e09102fdd49f,PN,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions about Go and python programming language, provides file names and also file paths like tlsConfigHelper.go and ~/src/temporalio/temporal. This provides clear locus and concrete evidence. SPECIFICITY (2): The developer expresses explicit goals and constraints: converting camelCase filenames to snake_case, handling special cases (acronyms, Test.go semantics), updating go:generate statements, avoiding regex in some steps, using git mv, organizing code into main(), using $HOME, etc. The prompt repeatedly defines structured requirements for the desired output. VERIFICATION (1): There are implicit correctness expectations—renamed files must match specific expected outputs; go:generate statements must update source and destination file names; special cases like nDC, Test.go semantics must behave as intended. These serve as implicit behavioral correctness cues, though not formal test-like assertions.",5,66.0,4.204692619,1.0,0.0,,merged,129.0,5.0,Go,,0.0,1.0,PN-16,5,temporalio/temporal,4558,1,0,1,0,1,0,1
PN-17,https://github.com/shakacode/heroku-to-control-plane/pull/114,https://chat.openai.com/share/e62c8db1-0622-4617-b8a6-5c3a4d82f387,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about Ruby, no code snippet, functions or filepaths. SPECIFICITY (1): The goal—explaining alternatives for tracking a global counter—is clear, but the prompt lacks constraints, structure requirements, output formatting, or detailed scope. VERIFICATION (0): No correctness cues, behavior expectations, invariants, or test-like conditions appear in the prompt.",2,8.0,2.197224577,1.0,0.0,,merged,0.0,11.0,Ruby,,0.0,0.0,PN-17,2,shakacode/heroku-to-control-plane,114,1,0,1,0,1,0,1
PN-18,https://github.com/gradio-app/gradio/pull/5179,https://chat.openai.com/share/dc4b8dd7-faf3-43f6-98df-ea8d7da23fcc,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about fastapi framework and wav files. SPECIFICITY (1): The goal—streaming multiple WAV files as chunks and understanding header adjustments—is clear, but the prompt does not impose constraints, expected output formats, or procedural requirements. VERIFICATION (0): No correctness cues, behavioral rules, or expected I/O examples are provided that would enable validation of correctness.",2,47.0,3.871201011,1.0,0.0,,merged,195.0,1.0,Python,,0.0,0.0,PN-18,2,gradio-app/gradio,5179,1,0,1,0,1,0,1
PN-19,https://github.com/laravel-json-api/core/pull/12,https://chat.openai.com/share/e9555822-4ffb-4845-8e40-0bc6cbbc658d,PN,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by regular expression (regex) to match ULID format and providing sample regex is the follow up turn i.e. [0-7][0-9A-HJKMNP-TV-Z]{25} but does not include exact code snippets, files, does not mention which programming language is being used. SPECIFICITY (1): The goal—obtain a correct regex for ULID format—is clear, but the prompt does not define constraints, structure, or output format beyond the question itself. VERIFICATION (1): There is implicit correctness verification because the regex must match ULID constraints (26 characters, specific Base32 set, excluded characters). These constraints function as implicit correctness rules, though no explicit tests are provided.",3,10.0,2.397895273,1.0,0.0,,merged,0.0,7.0,PHP,,0.0,0.0,PN-19,3,laravel-json-api/core,12,1,0,1,0,1,0,1
PN-20,https://github.com/SSWConsulting/SSW.Website/pull/931,https://chat.openai.com/share/ca2eab25-4e1e-4688-9be5-43a179a0ec4f,PN,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about about DayJS framework, momentjs and provides sample code snippets. SPECIFICITY (1): The goal—replicating a specific date-formatting string using DayJS—is clear, but the prompt provides no constraints, scope, or structured output requirements. VERIFICATION (0): No correctness conditions, expected behaviors, example outputs, or invariants are included; the prompt only asks whether replication is possible.",3,297.0,5.697093487,1.0,0.0,,merged,67.0,1.0,TypeScript,,0.0,1.0,PN-20,3,SSWConsulting/SSW.Website,931,1,0,1,0,1,0,1
PN-21,https://github.com/MrNeRF/gaussian-splatting-cuda/pull/23,https://chat.openai.com/share/944c67d3-555e-4524-b2f0-81481f9cd5ba,PN,0.0,1.0,0.0,"Context was scored 0 because the prompt asks a general question about how to rebase on master without referring to any code file. No concrete locus or evidence is provided. SPECIFICITY (1): The goal—learning how to rebase a feature branch onto master—is clear but lacks constraints, scope boundaries, or required output format. VERIFICATION (0): No correctness cues or behavioral requirements are present (e.g., no expected success conditions, no invariants, no test-like assertions).",1,34.0,3.555348061,1.0,0.0,,merged,0.0,1.0,Markdown,,0.0,0.0,PN-21,1,MrNeRF/gaussian-splatting-cuda,23,1,0,1,0,1,0,1
PN-22,https://github.com/konfuzio-ai/konfuzio-sdk/pull/296,https://chat.openai.com/share/065c4563-3e52-4520-a8f2-c9b494023f4e,PN,2.0,1.0,0.0,"Context was scored 2 because the prompt provides documentation in markdown language with some function name build_categorization_ai_pipeline. SPECIFICITY (1): The goal—improving documentation clarity—is clear, but the prompt does not define constraints, output formats, or documentation standards beyond “improved further.” VERIFICATION (0): No correctness conditions, expected outcomes, or documentation quality criteria are provided, so there is no mechanism for verifying correctness.",3,,,1.0,0.0,,,,,,,,,PN-22,3,konfuzio-ai/konfuzio-sdk,296,0,0,1,0,0,0,0
